@relation vowel_insig_0.95_clustered

@attribute Instance_number numeric
@attribute attr_1 numeric
@attribute attr_2 numeric
@attribute attr_3 numeric
@attribute attr_4 numeric
@attribute attr_5 numeric
@attribute attr_6 numeric
@attribute attr_7 numeric
@attribute attr_8 numeric
@attribute attr_9 numeric
@attribute attr_10 numeric
@attribute attr_11 numeric
@attribute attr_12 numeric
@attribute Classes {class0,class1,class2,class3,class4,class5,class6,class7,class8,class9,class10}
@attribute Cluster {cluster0,cluster1,cluster2,cluster3,cluster4,cluster5,cluster6,cluster7,cluster8,cluster9}

@data
537,0.130301,-0.298433,-0.662616,0.1052,-0.194164,-1.101372,0.211321,-0.028881,-0.600903,0.497811,2.477856,-0.164586,class9,cluster9
538,0.196013,-0.130002,0.450595,-0.38975,-0.346408,-0.893367,0.116084,0.662344,-0.310812,1.316312,-0.253559,-0.962847,class10,cluster9
539,0.29947,0.22317,0.085076,-1.193156,0.502755,0.096652,0.084341,0.213509,-0.235935,0.609961,-2.573429,-3.110848,class0,cluster7
540,0.191834,0.134207,0.167193,-0.157499,-0.206098,-0.433977,-0.161335,0.806426,-0.703019,-0.010414,-1.200147,-1.898227,class1,cluster7
541,0.121849,-0.220722,-0.18642,0.43679,-0.491263,0.131251,-0.540091,0.740247,-0.187682,-0.061447,-0.425357,-1.474034,class2,cluster9
542,0.183268,-0.312949,-0.068621,-0.091834,-0.705344,0.042676,-0.345938,0.426311,0.927304,0.744008,-1.534819,-0.286194,class3,cluster9
543,0.196427,0.15665,-0.152917,-0.135543,-0.176275,0.561314,-0.078418,0.135454,0.010386,1.36694,-0.645157,1.266546,class4,cluster9
544,0.149723,0.095198,0.101969,0.203608,-0.099728,-0.036746,-0.209333,0.858156,-0.046458,1.46894,-0.209161,-0.182005,class5,cluster9
545,0.131692,0.156534,-0.146755,0.28787,-0.45931,-0.142726,0.246089,-0.170523,0.240877,1.954735,1.378847,-1.216111,class6,cluster9
546,0.204375,-0.145709,-0.073883,-0.381818,-0.439687,-0.63663,0.749768,0.171311,-0.029515,1.771231,0.5388,1.981352,class7,cluster9
547,0.123993,-0.127944,-0.116079,0.282036,-0.495457,-0.783672,0.213884,0.199856,-0.2322,1.325405,1.362623,0.428817,class8,cluster9
548,0.131393,-0.261281,-0.798291,0.080615,-0.045847,-1.033337,0.305955,-0.174043,-0.593801,0.474554,2.565456,-0.71551,class9,cluster9
549,0.189344,-0.182933,0.381013,-0.358349,-0.303152,-0.870564,0.155312,0.639924,-0.366558,1.249997,-0.097762,-1.143984,class10,cluster9
550,0.290138,0.292296,-0.122897,-1.085564,0.652675,0.171695,0.092168,0.36897,-0.715164,0.235962,-1.804413,-3.273548,class0,cluster7
551,0.233969,0.183241,0.444919,-0.542639,-0.284013,-0.558598,-0.005587,0.645642,-0.297632,0.639016,-1.806821,-1.745592,class1,cluster7
552,0.10185,-0.184361,-0.187716,0.583421,-0.4201,-0.19319,-0.333991,0.747157,-0.193325,0.111781,-0.183218,-1.642281,class2,cluster9
553,0.186269,-0.401513,0.067266,-0.169596,-0.661887,0.033694,-0.217009,0.667303,0.825792,0.973656,-1.390177,-0.673145,class3,cluster9
554,0.182862,0.164452,0.002958,-0.027729,-0.270701,0.410741,-0.16515,0.308994,-0.019232,1.535273,-0.334126,1.062179,class4,cluster9
555,0.12064,0.068027,-0.052367,0.400722,0.207014,-0.332454,-0.058708,0.818152,-0.121081,1.355634,-0.337992,-0.190766,class5,cluster9
556,0.13238,0.166361,-0.150843,0.275856,-0.512015,-0.177632,0.240102,-0.277837,0.304979,1.93598,1.408263,-1.505546,class6,cluster9
557,0.202882,-0.196805,-0.17367,-0.387657,-0.453373,-0.528449,0.59241,0.127424,0.096301,1.77515,0.94198,1.655443,class7,cluster9
558,0.137557,0.159066,-0.427313,0.240504,-0.091193,-0.866961,0.449614,0.214565,-0.160542,1.382887,1.598651,0.034609,class8,cluster9
559,0.118099,-0.256599,-0.717692,0.186581,-0.093893,-1.050942,0.233726,-0.205724,-0.687634,0.430538,2.514698,-0.843853,class9,cluster9
560,0.19627,-0.29649,0.291371,-0.449725,-0.323066,-0.836165,0.124956,0.573316,-0.207927,1.189663,-0.073309,-1.191885,class10,cluster9
561,0.228932,0.21139,-0.530318,-0.578834,0.87577,0.147184,0.084916,0.495627,-1.144812,-0.236358,-0.700536,-3.216225,class0,cluster7
562,0.213127,0.067031,0.487399,-0.442369,-0.245499,-0.775445,0.222581,0.501729,0.212412,1.250177,-1.999566,-1.791036,class1,cluster7
563,0.132467,-0.037702,-0.09643,0.375311,-0.459454,-0.083334,-0.185382,0.690694,-0.334712,0.131264,-0.471079,-1.534748,class2,cluster9
564,0.186851,-0.39757,0.084847,-0.182218,-0.635455,0.017365,-0.302757,0.750434,0.735027,0.898903,-1.253856,-0.944044,class3,cluster9
565,0.184464,0.06986,-0.025367,-0.082503,-0.2646,0.418047,-0.277222,0.349488,-0.017781,1.490014,-0.074345,0.877754,class4,cluster9
566,0.10712,0.053337,-0.154584,0.470796,0.391293,-0.347341,0.102383,0.74181,-0.244105,1.4076,-0.099857,-0.524691,class5,cluster0
567,0.132709,0.186138,-0.211159,0.262967,-0.485474,-0.223934,0.220116,-0.402988,0.383613,1.858967,1.398705,-1.929306,class6,cluster9
568,0.210369,-0.300419,-0.161613,-0.474131,-0.707512,-0.449981,0.38355,-0.041725,0.192212,1.631697,1.158632,1.542001,class7,cluster9
569,0.174483,0.253407,-0.304475,-0.064132,0.004689,-1.135291,0.615141,0.366582,-0.242682,1.394611,1.186496,0.109339,class8,cluster9
570,0.120642,-0.210841,-0.884851,0.163921,0.090319,-0.896811,0.355955,-0.334373,-0.702691,0.419052,2.558218,-1.155164,class9,cluster9
571,0.212253,-0.240659,0.155647,-0.518251,-0.378673,-0.610415,0.072071,0.489335,-0.245521,0.906538,-0.168676,-0.753721,class10,cluster9
572,0.189208,-0.01385,-0.587726,-0.260029,0.598808,-0.013287,-0.153977,0.743735,-1.181891,-0.522908,0.100686,-2.902696,class0,cluster7
573,0.1976,0.089039,0.432699,-0.305395,-0.173781,-0.748501,0.296,0.549606,-0.006828,1.14013,-1.799906,-1.930869,class1,cluster7
574,0.182368,0.099469,0.181165,-0.034171,-0.460842,-0.082206,-0.030178,0.595219,-0.035516,0.629072,-1.385643,-1.589745,class2,cluster9
575,0.183779,-0.373473,0.033297,-0.12448,-0.686508,0.090196,-0.332826,0.809994,0.575579,0.652228,-1.080008,-1.086077,class3,cluster9
576,0.18281,0.013565,-0.075861,-0.08555,-0.287335,0.347765,-0.35307,0.411248,0.032777,1.411142,0.190768,0.6648,class4,cluster9
577,0.098753,0.059312,-0.208071,0.573592,0.247979,-0.397795,0.189915,0.682322,-0.378488,1.111048,-0.049863,-0.409006,class5,cluster9
578,0.130514,0.182746,-0.115031,0.274824,-0.466426,-0.212166,0.212212,-0.281695,0.203958,1.96949,1.504349,-1.574134,class6,cluster9
579,0.202019,-0.352153,-0.141059,-0.393433,-0.829263,-0.330326,0.318312,-0.100598,0.185534,1.538519,1.02335,1.815258,class7,cluster9
580,0.176109,0.104926,0.021781,-0.115753,-0.357355,-1.049829,0.413524,0.326842,-0.426007,1.266711,0.868592,0.27039,class8,cluster9
581,0.131112,-0.198818,-1.081604,0.088199,0.277171,-0.52507,0.463887,-0.36326,-0.696835,0.477439,2.685807,-1.265492,class9,cluster9
582,0.226782,0.065569,0.006284,-0.480681,-0.319422,-0.085757,-0.323678,0.326174,-0.685133,0.262965,-0.454813,-0.05659,class10,cluster9
583,0.191417,-0.105452,-0.374369,-0.255354,0.205956,0.067316,-0.278892,0.859038,-1.140913,-0.604164,-0.019487,-2.867118,class0,cluster7
584,0.197125,0.191458,0.416424,-0.258661,-0.162039,-0.696723,0.211364,0.681002,-0.479893,0.817044,-1.389037,-1.869413,class1,cluster7
585,0.181034,0.17764,0.321635,-0.024041,-0.460472,-0.336985,-0.072388,0.570332,0.497184,1.202596,-1.637197,-1.650843,class2,cluster9
586,0.165777,-0.473049,-0.069945,-0.00243,-0.728394,0.204064,-0.3828,0.695884,0.395314,0.435723,-0.723756,-1.091381,class3,cluster9
587,0.163385,-0.008823,0.048486,0.047645,-0.277075,0.325932,-0.247817,0.470824,-0.133353,1.533231,0.220698,0.297203,class4,cluster9
588,0.103271,0.072543,-0.069006,0.548934,0.050955,-0.626163,0.275125,0.63656,-0.417198,0.929135,-0.443231,-0.40455,class5,cluster9
589,0.138114,0.202471,-0.053716,0.234258,-0.38395,-0.249926,0.257614,-0.019867,0.056925,2.119637,1.512339,-0.58231,class6,cluster9
590,0.21338,-0.162003,-0.108116,-0.351374,-0.916176,-0.0283,0.394453,-0.043109,-0.01047,1.360443,0.499787,2.596532,class7,cluster9
591,0.146807,-0.113353,0.138533,0.110675,-0.577527,-0.622407,0.300492,0.380442,-0.762804,0.977428,0.705674,0.409545,class8,cluster9
592,0.119729,-0.144547,-1.095653,0.220777,0.241121,-0.516379,0.42028,-0.352915,-0.753888,0.399644,2.732518,-1.098176,class9,cluster9
593,0.248239,0.259692,0.073502,-0.568856,-0.402854,-0.070681,-0.649893,0.420723,-0.672913,0.096411,-0.564918,0.092998,class10,cluster9
594,0.049817,0.011421,-0.294583,-0.02794,0.253895,0.067725,0.369936,-0.029964,-1.561702,-0.399917,-0.706136,-2.291366,class0,cluster7
595,0.037498,-0.147131,-0.552912,0.103545,0.160358,0.551778,0.183135,-0.051537,-1.048679,-0.06296,-0.163265,-1.35373,class1,cluster9
596,0.087074,-0.501568,-0.384763,-0.476061,0.093605,0.336175,0.275154,-0.275078,0.212465,0.829066,-1.26165,-1.292035,class2,cluster9
597,-0.019808,-0.338189,-0.449182,0.442977,0.516214,0.141205,-0.39988,-0.364718,0.233741,0.982952,-1.306432,-0.408676,class3,cluster0
598,0.034857,-0.244341,-0.330964,0.000942,-0.112814,-0.224428,-0.619116,-1.151967,-0.102565,0.191523,-1.394657,0.636109,class4,cluster6
599,0.06355,-0.364063,-0.532596,-0.135935,-0.007579,0.294821,0.207996,-0.176072,0.222353,0.709557,-1.124959,0.456407,class5,cluster9
600,0.03671,-0.32246,-0.388546,0.115495,0.07502,-0.07234,0.273983,0.267151,-0.482256,0.341814,-1.103186,1.225899,class6,cluster9
601,0.073535,0.03107,-0.219819,-0.1958,0.087628,-0.244787,-0.408388,-0.141548,-0.489513,1.044731,0.091316,2.329197,class7,cluster6
602,0.010999,-0.358194,0.080732,0.224821,-0.291798,-0.409162,-0.193734,0.043757,-1.199163,0.198034,-0.381777,1.138554,class8,cluster9
603,0.015303,-0.018053,0.077373,0.231343,-0.209316,-0.666411,-0.64929,-0.088278,-1.260354,0.517961,0.784213,1.425734,class9,cluster6
604,0.067515,-0.308087,-0.543565,-0.193768,0.116622,0.00925,0.226416,0.11333,-0.814869,-0.036,-0.297693,0.036273,class10,cluster9
605,0.057995,0.018941,-0.300775,-0.083834,0.204634,0.033854,0.588598,-0.066573,-1.530502,-0.418461,-0.906264,-2.320914,class0,cluster7
606,0.022942,-0.148942,-0.459721,0.201437,0.300794,0.536856,-0.090927,0.075283,-1.184991,-0.032341,-0.191635,-1.239576,class1,cluster9
607,0.093805,-0.500557,-0.351439,-0.532656,0.097053,0.391568,0.256142,-0.239294,0.210029,0.868644,-1.306193,-1.316978,class2,cluster9
608,-0.012742,-0.265974,-0.48322,0.410536,0.613893,0.185089,-0.561458,-0.260354,0.312795,1.019304,-1.253356,-0.437982,class3,cluster0
609,0.007617,-0.332393,-0.235085,0.189266,-0.139566,-0.281572,-0.379462,-1.136342,-0.267325,0.318571,-1.407547,0.626448,class4,cluster6
610,0.067111,-0.348599,-0.593792,-0.134192,-0.092445,0.341834,0.42825,-0.169148,0.264998,0.720873,-1.013567,0.377739,class5,cluster9
611,0.038631,-0.281289,-0.394563,0.120834,-0.03712,-0.027591,0.080677,0.056708,-0.473151,0.097374,-1.288121,1.235079,class6,cluster9
612,0.044857,0.001288,-0.078066,0.024515,0.03536,-0.244765,-0.17721,-0.248266,-0.818122,1.022024,-0.2139,2.460567,class7,cluster6
613,0.020761,-0.397712,0.003165,0.191731,-0.56944,0.015718,0.056482,-0.198847,-1.354045,-0.101107,-0.523486,1.236548,class8,cluster9
614,-0.008496,-0.190186,0.215432,0.42454,-0.541392,-0.365434,0.095186,-0.144256,-1.650787,0.560764,0.62134,1.483348,class9,cluster6
615,0.05846,-0.274798,-0.479539,-0.090542,0.056508,-0.095893,0.180857,0.248898,-0.796964,-0.041616,-0.303467,0.018055,class10,cluster9
616,0.056678,0.014947,-0.292096,-0.069816,0.171753,0.070707,0.574267,-0.08184,-1.503135,-0.404488,-0.906375,-2.369323,class0,cluster7
617,0.021535,-0.175061,-0.432973,0.22088,0.233363,0.488014,-0.093989,0.174405,-1.241783,-0.1033,-0.125766,-1.097201,class1,cluster9
618,0.090628,-0.465478,-0.290401,-0.479116,0.1007,0.459449,-0.017098,-0.079747,0.277,0.896461,-1.321663,-1.317946,class2,cluster9
619,-0.018938,-0.310323,-0.420356,0.429323,0.652665,0.21851,-0.458545,-0.241008,0.231822,1.169094,-1.242247,-0.531013,class3,cluster0
620,0.012299,-0.33013,-0.18255,0.129353,-0.164443,-0.361529,-0.52319,-1.204086,-0.279909,0.280797,-1.39317,0.571522,class4,cluster6
621,0.060956,-0.314805,-0.573609,-0.073432,-0.085313,0.351899,0.445191,-0.149541,0.218054,0.757815,-0.96005,0.279019,class5,cluster9
622,0.050489,-0.232216,-0.450631,0.089767,-0.394606,0.037519,0.06787,-0.231513,-0.393119,-0.302654,-1.426698,1.209293,class6,cluster9
623,0.014832,-0.123087,-0.17835,0.264233,0.00175,-0.307497,0.518585,-0.268189,-1.025902,0.887521,-0.393147,2.418418,class7,cluster6
624,0.029088,-0.343411,-0.092852,0.161509,-0.690303,0.26196,0.012629,-0.481853,-1.402836,-0.350083,-0.57353,1.255674,class8,cluster9
625,-0.021992,-0.207011,0.14511,0.533666,-0.494194,-0.36712,0.160144,-0.209277,-1.671141,0.533085,0.622146,1.616439,class9,cluster6
626,0.041539,-0.282845,-0.445046,0.039883,-0.014966,-0.199635,0.109717,0.123043,-0.841655,-0.128737,-0.315694,0.029665,class10,cluster9
627,0.042916,-0.011272,-0.290572,0.038663,0.185395,0.074676,0.536383,-0.062415,-1.552377,-0.439964,-0.890071,-2.369591,class0,cluster7
628,0.021704,-0.156754,-0.48165,0.237132,0.14887,0.364798,0.024627,0.121483,-1.221111,-0.176982,-0.025057,-0.997613,class1,cluster9
629,0.081575,-0.447979,-0.257516,-0.407696,0.170206,0.475736,-0.095627,-0.045854,0.228815,0.940542,-1.350686,-1.343607,class2,cluster9
630,-0.003229,-0.317598,-0.48725,0.292379,0.753517,0.232036,-0.531233,-0.172037,0.337081,1.17265,-1.234267,-0.534012,class3,cluster0
631,0.007395,-0.360998,-0.106869,0.187732,-0.321861,-0.378349,-0.298183,-1.113638,-0.323279,0.306177,-1.427233,0.535354,class4,cluster6
632,0.053125,-0.308844,-0.487933,-0.015014,-0.093764,0.276179,0.312706,-0.087068,0.114057,0.68789,-0.981416,0.190879,class5,cluster9
633,0.067526,-0.224571,-0.58884,-0.060908,-0.208545,0.256564,0.082147,-0.286168,-0.357515,-0.253551,-1.415569,1.221046,class6,cluster9
634,0.017788,-0.110134,-0.168874,0.24001,0.028017,-0.304006,0.313941,-0.2412,-0.956102,0.909979,-0.351323,2.509454,class7,cluster6
635,0.040159,-0.174225,-0.097568,0.091729,-0.505748,0.277741,-0.702075,-0.49441,-1.295858,-0.391815,-0.472478,1.306795,class8,cluster6
636,-0.001817,-0.039993,-0.07282,0.357876,-0.052916,-0.657351,-0.585149,-0.185471,-1.273763,0.514787,0.874699,1.611467,class9,cluster6
637,0.030345,-0.262547,-0.395758,0.133482,-0.085165,-0.28978,0.075756,0.055071,-0.854901,-0.114511,-0.258616,0.012968,class10,cluster9
638,0.027019,-0.042141,-0.250786,0.156037,0.188874,0.0967,0.406125,-0.062884,-1.626659,-0.454319,-0.845327,-2.332551,class0,cluster7
639,0.020042,-0.148419,-0.649003,0.269861,0.09312,0.373712,0.197372,-0.063256,-1.179452,-0.277551,0.166856,-0.871075,class1,cluster9
640,0.088353,-0.436465,-0.235411,-0.475758,0.159671,0.464746,-0.08438,-0.105124,0.182115,0.944643,-1.312794,-1.426137,class2,cluster9
641,0.005133,-0.310839,-0.531255,0.234211,0.750116,0.174306,-0.526979,-0.141908,0.396041,1.096098,-1.257412,-0.484972,class3,cluster0
642,0.019177,-0.324435,-0.195061,0.113718,-0.072514,-0.361073,-0.388117,-0.768296,-0.240811,0.345505,-1.422131,0.578864,class4,cluster6
643,0.063358,-0.316956,-0.417631,-0.112511,-0.120729,0.236563,0.098532,-0.036667,0.00439,0.5151,-0.996169,0.139382,class5,cluster9
644,0.061019,-0.256204,-0.559232,-0.035895,-0.25996,0.144651,0.004982,-0.401967,-0.383927,-0.338336,-1.39306,1.112441,class6,cluster9
645,0.032885,-0.128371,-0.065954,0.110547,-0.12249,-0.19184,0.242201,-0.264697,-0.894136,1.06856,-0.241918,2.59093,class7,cluster6
646,0.041589,-0.060884,-0.245877,0.161751,-0.674469,0.219929,-1.018116,-0.607034,-1.041818,-0.678674,-0.264278,1.368516,class8,cluster6
647,0.026152,0.006484,-0.185533,0.158603,-0.081138,-0.63574,-0.76459,-0.185109,-1.060632,0.405089,0.984571,1.69247,class9,cluster6
648,0.030976,-0.221481,-0.46729,0.168766,-0.190774,-0.208122,0.023454,-0.073521,-0.825541,-0.301064,-0.279789,0.093824,class10,cluster9
649,0.024352,-0.041841,-0.287874,0.179036,0.185153,0.146416,0.35664,-0.125175,-1.650746,-0.506359,-0.765866,-2.303784,class0,cluster7
650,0.023256,-0.132422,-0.855657,0.269926,0.133974,0.455225,0.050427,-0.17209,-1.078749,-0.472361,0.312327,-0.565007,class1,cluster9
651,0.085135,-0.414836,-0.244807,-0.473261,0.23874,0.375395,0.020223,-0.219945,0.023907,0.919343,-1.303971,-1.420859,class2,cluster9
652,-0.001581,-0.356536,-0.474919,0.288749,0.586508,0.121655,-0.248476,-0.167338,0.27523,1.054495,-1.260202,-0.547821,class3,cluster0
653,0.001965,-0.417982,-0.148057,0.242402,-0.105714,-0.305579,-0.06354,-0.624365,-0.469505,0.383684,-1.367497,0.549753,class4,cluster9
654,0.067217,-0.262752,-0.535911,-0.13033,-0.172403,0.245924,0.002414,-0.296794,-0.190677,0.084834,-0.898751,0.09345,class5,cluster9
655,0.02974,-0.321954,-0.368666,0.213798,-0.4758,-0.281999,0.088443,-0.211256,-0.416857,-0.34702,-1.333726,0.983353,class6,cluster9
656,0.051137,-0.026575,-0.221844,-0.026295,0.11573,-0.3291,-0.254886,-0.23594,-0.64126,0.904469,-0.250708,2.664823,class7,cluster6
657,0.031018,-0.152942,-0.323163,0.232552,-0.925821,0.595367,-0.823927,-1.069385,-1.101602,-0.671395,-0.014653,1.385517,class8,cluster6
658,0.027598,-0.035277,-0.105091,0.149234,-0.227266,-0.539368,-0.782163,-0.241837,-1.1598,0.315528,0.841719,1.92674,class9,cluster6
659,0.014647,-0.205549,-0.52322,0.314518,-0.127682,-0.166799,-0.012582,-0.085108,-0.833632,-0.282905,-0.196099,0.180072,class10,cluster9
660,-0.102116,0.043362,-0.231563,0.240535,0.712438,-0.399997,-0.730877,0.315081,-1.76206,-0.266897,0.360664,-1.728972,class0,cluster7
661,-0.016102,0.213348,-0.076577,-0.298586,0.160621,0.274543,0.134607,0.157589,-1.28116,0.14165,-0.788965,-1.674961,class1,cluster7
662,0.025583,-0.152863,-0.48395,-0.551385,-0.372772,0.324959,-0.054527,0.530929,0.090611,-0.145112,-0.854856,-0.994051,class2,cluster9
663,0.023416,-0.124305,-0.279033,-0.516923,-0.374621,0.856934,-0.365217,0.434069,0.041591,0.196913,-1.278385,-0.226865,class3,cluster9
664,-0.08479,0.121602,0.0122,0.481762,-0.256681,-0.017957,-0.102956,1.022087,-0.219035,0.733495,-1.089079,0.889975,class4,cluster8
665,-0.025148,0.266109,0.089707,0.050283,-0.878458,0.272104,-0.790042,0.189395,-0.017818,0.025985,-1.602198,0.623615,class5,cluster8
666,-0.064533,0.25808,0.048562,0.365315,-0.26401,0.040531,-0.110707,0.902864,-0.437206,0.627447,-1.37159,1.796595,class6,cluster8
667,0.009619,-0.026992,-0.098945,-0.353992,-0.427128,0.536057,0.87591,0.944187,-0.761756,1.220745,0.12652,2.331806,class7,cluster4
668,0.079637,0.324007,-0.259109,-0.995248,0.02157,0.438649,-0.091972,0.066083,-0.826437,0.527876,-0.407681,1.436429,class8,cluster5
669,-0.025453,-0.139531,-0.062413,-0.412468,0.315164,0.487951,-0.589651,-0.100763,-1.67331,0.512002,0.277118,1.18093,class9,cluster6
670,0.03128,-0.20297,-0.846009,-0.655229,0.096034,0.33839,0.309908,0.482228,-0.428256,-0.388977,-0.444816,-0.278584,class10,cluster9
671,-0.11195,0.063213,-0.30819,0.337483,0.742559,-0.418042,-0.669747,0.302638,-1.755367,-0.327382,0.406915,-1.816171,class0,cluster7
672,-0.012958,0.265503,-0.11647,-0.303506,0.146711,0.286705,0.273974,0.115603,-1.348889,0.124083,-0.697591,-1.66905,class1,cluster7
673,0.02716,-0.10896,-0.501314,-0.560249,-0.319085,0.353457,-0.172267,0.472457,0.089502,-0.177608,-0.885525,-1.013161,class2,cluster9
674,0.022585,-0.129806,-0.438344,-0.563468,-0.138428,0.94722,-0.283845,0.097195,0.059902,0.272644,-1.340623,-0.262128,class3,cluster9
675,-0.070458,0.153218,-0.03151,0.376424,-0.267946,0.095346,-0.152843,0.924149,-0.222939,0.645534,-1.138219,0.967,class4,cluster8
676,-0.064964,0.149141,0.220458,0.340313,-0.897919,-0.078719,-0.753773,0.450366,0.010641,0.189386,-1.4932,0.598674,class5,cluster8
677,-0.086177,0.304817,0.062658,0.505353,-0.016344,-0.320213,-0.053182,1.078928,-0.366106,1.053293,-0.931943,1.665811,class6,cluster8
678,0.008916,0.003649,-0.055705,-0.362694,-0.448116,0.409696,0.603227,0.889149,-0.629589,1.29119,0.304653,2.207596,class7,cluster4
679,0.059907,0.380026,-0.383484,-0.773376,-0.041011,0.411794,-0.367879,-0.032529,-0.84783,0.092628,-0.450662,1.695214,class8,cluster6
680,0.019209,-0.01319,-0.181252,-0.705969,0.183049,0.26598,-0.753491,-0.074651,-1.325137,0.238847,0.223897,1.298096,class9,cluster6
681,0.034868,-0.254312,-0.667022,-0.690116,-0.000733,0.41742,0.295594,0.813511,-0.511663,-0.128686,-0.112935,-0.298779,class10,cluster9
682,-0.119881,0.076806,-0.201329,0.387441,0.799575,-0.247666,-0.430312,0.275794,-2.016132,-0.211219,0.212756,-2.129278,class0,cluster7
683,-0.012123,0.284928,-0.070668,-0.309061,0.207152,0.311697,0.126813,0.199287,-1.408042,0.110605,-0.758102,-1.614316,class1,cluster7
684,0.025998,-0.029573,-0.527757,-0.564017,-0.165717,0.36818,-0.294887,0.298194,0.06003,-0.124001,-0.927882,-1.011277,class2,cluster9
685,0.01888,-0.149353,-0.395635,-0.519065,-0.253535,0.968425,-0.163565,0.105445,0.098283,0.318466,-1.413509,-0.258301,class3,cluster9
686,-0.086127,0.147075,0.005808,0.492316,-0.191399,-0.067462,-0.149899,1.100316,-0.198977,0.819664,-0.927872,0.856121,class4,cluster8
687,-0.082379,0.153809,0.200703,0.477965,-0.809655,-0.293954,-0.825757,0.533282,0.089665,0.207966,-1.451847,0.562164,class5,cluster8
688,-0.086871,0.392399,-0.050111,0.510677,0.176213,-0.545321,-0.058266,1.06009,-0.210723,1.169227,-0.79297,1.647777,class6,cluster8
689,0.011771,-0.012589,-0.050555,-0.418636,-0.36894,0.111689,0.544642,0.832349,-0.526967,1.189023,-0.032003,2.257302,class7,cluster4
690,0.04854,0.306302,-0.319044,-0.689889,-0.278635,0.101537,-0.259247,-0.088359,-0.847648,-0.185884,-0.611298,1.447566,class8,cluster6
691,-0.000372,-0.049301,-0.004257,-0.55488,0.00498,-0.026894,-0.700278,-0.025612,-1.384151,0.235761,0.146176,1.318155,class9,cluster6
692,0.02475,-0.283186,-0.578927,-0.638337,-0.0215,0.433845,0.267492,0.795166,-0.602839,0.030892,0.104434,-0.375481,class10,cluster9
693,-0.09886,0.144589,-0.065644,0.21173,0.856352,0.175114,-0.323429,0.261684,-2.235145,0.013793,0.076209,-2.540519,class0,cluster7
694,-0.011292,0.233419,-0.011553,-0.334384,0.223427,0.275225,-0.011508,0.301286,-1.38117,0.094477,-0.881053,-1.564176,class1,cluster7
695,0.021467,0.0117,-0.554822,-0.572688,0.041603,0.351245,-0.408391,0.068735,-0.015194,-0.059237,-0.975337,-1.013537,class2,cluster9
696,0.019311,-0.063664,-0.300312,-0.468535,-0.342151,0.927382,-0.374654,0.294519,0.113394,0.287569,-1.383313,-0.188235,class3,cluster9
697,-0.094201,0.160229,0.002312,0.562611,-0.171391,-0.149541,-0.175202,1.064556,-0.17189,0.758016,-1.092528,0.862295,class4,cluster8
698,-0.104947,0.196856,0.174783,0.660039,-0.628237,-0.624026,-0.718362,0.695658,0.116877,0.334236,-1.3566,0.494087,class5,cluster8
699,-0.087779,0.390726,-0.127993,0.482335,0.373628,-0.634734,-0.084766,1.056019,-0.050444,1.386248,-0.638899,1.559441,class6,cluster8
700,0.006325,-0.062388,-0.048111,-0.37949,-0.34888,-0.050646,0.949116,0.823878,-0.643348,1.038514,-0.5857,2.443407,class7,cluster4
701,0.081661,0.036334,-0.134648,-1.06137,-0.317382,0.098747,-0.131006,0.441606,-0.526551,0.417113,-0.295428,1.123287,class8,cluster9
702,-0.016652,-0.078642,0.107317,-0.440034,-0.056308,-0.223175,-0.669152,0.054159,-1.407927,0.400589,0.320874,1.40694,class9,cluster6
703,0.01868,-0.262179,-0.462871,-0.576904,-0.014136,0.32894,0.180485,0.956609,-0.635708,0.012393,-0.130113,-0.383673,class10,cluster9
704,-0.113678,0.071955,-0.121963,0.32304,0.860135,0.136654,-0.207819,0.255916,-2.226633,-0.074307,-0.009399,-2.57296,class0,cluster7
705,-0.02977,-0.006949,0.214694,-0.25683,0.124077,0.105027,-0.100462,0.637111,-1.355531,0.211372,-0.944125,-1.641221,class1,cluster7
706,0.005995,-0.011684,-0.595771,-0.422645,-0.039789,0.436327,-0.336637,0.125329,-0.168018,-0.171483,-0.703116,-0.994185,class2,cluster9
707,0.002059,-0.089143,-0.100948,-0.282351,-0.554985,0.824479,-0.526287,0.682363,0.070759,0.249015,-1.335049,-0.135263,class3,cluster8
708,-0.088441,0.20678,0.01497,0.534554,-0.234589,-0.205809,-0.343987,0.896505,-0.06025,0.601743,-1.464694,1.060327,class4,cluster8
709,-0.118214,0.255285,0.062635,0.771211,-0.354031,-0.842168,-0.62783,0.871161,0.098803,0.377575,-1.22534,0.404158,class5,cluster8
710,-0.08022,0.261549,-0.236929,0.339429,0.655745,-0.689499,-0.224772,1.286771,0.238124,1.676019,-0.274375,1.213077,class6,cluster8
711,-0.006215,-0.067528,-0.017854,-0.310882,-0.238281,-0.265628,1.020204,0.924554,-0.652828,1.273765,-0.299523,2.365683,class7,cluster4
712,0.079009,-0.085371,-0.130699,-1.095192,-0.449579,0.283735,-0.181442,0.438185,-0.44443,0.727887,0.585594,0.595955,class8,cluster9
713,-0.025978,-0.004761,0.153094,-0.338746,-0.107493,-0.259348,-0.696117,0.038031,-1.442137,0.520329,0.52721,1.557646,class9,cluster6
714,0.021765,-0.247437,-0.387468,-0.633307,0.041413,0.181468,0.01969,0.935888,-0.602484,0.085396,-0.165537,-0.425533,class10,cluster9
715,-0.128245,-0.024956,-0.127905,0.41244,0.870301,0.059129,-0.117339,0.185368,-2.086491,-0.105706,-0.405999,-2.729725,class0,cluster7
