@relation waveform-5000_insig_0.95_clustered

@attribute Instance_number numeric
@attribute attr_1 numeric
@attribute attr_2 numeric
@attribute attr_3 numeric
@attribute attr_4 numeric
@attribute attr_5 numeric
@attribute attr_6 numeric
@attribute attr_7 numeric
@attribute attr_8 numeric
@attribute attr_9 numeric
@attribute attr_10 numeric
@attribute attr_11 numeric
@attribute attr_12 numeric
@attribute attr_13 numeric
@attribute attr_14 numeric
@attribute attr_15 numeric
@attribute attr_16 numeric
@attribute attr_17 numeric
@attribute attr_18 numeric
@attribute attr_19 numeric
@attribute attr_20 numeric
@attribute attr_21 numeric
@attribute attr_22 numeric
@attribute attr_23 numeric
@attribute attr_24 numeric
@attribute attr_25 numeric
@attribute attr_26 numeric
@attribute attr_27 numeric
@attribute attr_28 numeric
@attribute attr_29 numeric
@attribute attr_30 numeric
@attribute attr_31 numeric
@attribute attr_32 numeric
@attribute attr_33 numeric
@attribute attr_34 numeric
@attribute attr_35 numeric
@attribute attr_36 numeric
@attribute attr_37 numeric
@attribute attr_38 numeric
@attribute attr_39 numeric
@attribute Classes {class0,class1,class2}
@attribute Cluster {cluster0,cluster1,cluster2}

@data
3635,1.065967,0.943475,-0.877372,-0.735816,0.21726,0.591575,-1.191546,1.110504,0.137553,0.895507,1.095479,1.979096,-1.46445,-0.587899,0.538687,-0.944914,2.320834,0.527105,-2.433678,-0.293546,1.016447,0.602615,-1.704611,1.165572,-0.443406,-0.179367,-0.580261,-0.217043,-0.05768,-0.283809,-0.973678,0.517268,-0.368555,-0.695784,-1.185153,-0.771332,1.613007,0.264957,1.48999,class0,cluster2
3636,0.654191,0.204136,0.389746,0.986456,0.786604,-0.882934,1.341982,-0.710129,-1.184278,-1.587765,0.061517,-0.467121,1.041325,0.4032,-0.922577,1.152067,1.377569,-0.687071,0.693803,0.909236,1.182783,-0.917028,0.051634,0.41166,-1.616017,-0.908729,-0.712395,-0.809794,-1.151298,2.294075,-0.040665,-1.886255,-0.204389,1.608423,1.519329,-0.334747,-1.071626,0.170255,-1.398324,class2,cluster0
3637,0.577641,0.549554,-1.410956,0.491986,-0.014597,-0.393632,0.588499,1.711144,1.011335,0.721409,0.083856,-0.772487,-1.568176,-0.821823,-2.022017,1.4488,0.833314,0.778853,-1.681189,1.486792,-0.169416,0.352526,1.253332,-2.012538,0.810622,-2.221598,0.71306,-0.788447,-0.758671,0.126952,-1.695669,-1.043,-0.710949,0.62044,-0.41828,0.655653,2.06128,-1.058374,4.824776,class0,cluster1
3638,-0.610446,-1.824705,0.369066,0.366465,1.284896,-0.008111,-0.492872,-0.700147,-0.416566,0.078466,-0.187891,-0.482825,-1.556504,-0.943547,0.688571,1.206247,-1.556396,0.682727,-0.63378,0.923335,0.524799,0.598954,-0.228314,-1.163303,0.767625,0.462362,-1.438527,-0.925399,0.884569,-0.683867,-1.603541,-0.119547,1.980349,-0.739705,-0.129997,-0.08727,1.453198,-0.23717,2.297718,class0,cluster1
3639,-0.276087,0.465677,-0.28987,0.464449,0.129342,1.204251,-1.567366,-1.456924,-0.374666,-0.48677,1.697852,0.502797,1.502098,-0.712072,-0.37414,-0.28781,-0.289242,0.268339,-1.729658,-0.82088,-0.604935,0.716271,-1.041984,-0.039793,-0.507806,-0.88129,1.57477,-1.620228,-0.422822,0.996439,0.682172,-0.273193,-0.583359,-0.307709,-1.309356,-0.038229,1.402081,-0.427036,2.744524,class1,cluster2
3640,0.746174,1.330763,0.756722,0.525274,0.095398,-1.235745,-0.295922,-1.131289,1.073371,-1.62773,-0.105459,2.699545,0.449088,-0.269634,-0.14707,1.424327,-0.587224,0.091284,0.879296,-0.107564,-1.056953,-0.814042,1.531269,0.027209,-0.269408,-0.194255,-1.065781,0.202552,-0.191967,0.3328,1.286006,-0.714974,2.259657,0.936454,1.144629,-0.697379,0.080223,-0.312812,-1.899035,class1,cluster0
3641,-0.23167,0.325975,-0.585059,-0.480179,-0.272636,-0.847358,-1.984218,-0.571835,-0.906503,0.226168,-0.675195,-0.821737,-0.693646,1.285292,0.832795,0.352756,-1.627534,1.164669,-2.533474,0.751655,1.100876,1.897788,-0.912068,0.227951,-0.18784,0.114976,-0.566637,1.022563,0.273107,-0.947525,-0.773139,-1.325731,-1.392568,-0.524766,1.518287,-0.194958,0.856897,-0.511436,-3.456269,class1,cluster0
3642,0.446302,-0.097022,2.814397,0.133673,0.529408,-0.568281,0.550987,0.770819,0.020132,-0.230636,0.679186,-1.274201,2.737207,1.548386,0.130211,0.644727,-1.139168,0.260669,-0.79504,0.211251,-1.408407,-0.269007,0.335903,-0.698604,-0.395332,-1.038738,-0.145138,1.023764,0.846808,0.34305,1.67396,0.286837,0.94308,-0.333722,1.206807,1.419328,-1.056216,-0.513789,-2.379218,class2,cluster0
3643,0.067809,-0.142675,-0.810941,-1.684565,0.433765,1.091125,-1.652236,0.834472,0.349019,0.033677,0.574564,0.236462,0.697746,-0.8186,-0.10844,-0.43571,-0.381171,-1.371581,0.903209,1.106163,-1.683272,-0.698384,-1.123177,0.801099,-0.75466,-1.072507,-1.597079,0.362715,-1.005676,0.166751,-0.480679,0.443857,-1.368018,-0.187007,-0.115935,-0.792491,0.107222,-1.541017,1.760567,class0,cluster2
3644,1.360997,0.380882,1.148028,-0.348298,-0.578679,0.788863,0.097285,-0.123174,0.476318,0.188673,-0.400663,0.988545,-0.628827,1.366014,-0.215198,0.456422,0.813433,0.719385,0.123487,-0.33448,2.065943,-0.957451,0.5968,-0.678155,-1.429798,-0.441298,-1.351246,1.479869,-1.153393,-1.984227,0.569129,-0.183911,0.487897,-0.574318,-0.649724,-0.083023,-0.240614,-0.907698,-3.036526,class1,cluster0
3645,-0.695882,0.493583,0.689972,0.4508,-1.060517,0.368021,0.08079,-0.045461,-0.917771,0.096584,-0.915408,1.431023,0.2837,-0.489211,-0.711508,0.49888,-0.779629,1.117102,0.56012,1.018704,-1.076216,-1.420419,-1.651208,0.352723,-0.769234,-0.112966,0.638037,0.014005,0.502189,0.649165,0.307365,-0.160397,-1.101411,2.095523,1.146079,0.298671,-0.11811,1.560414,2.278675,class0,cluster1
3646,1.024724,-0.843978,1.290249,-2.321305,-0.765271,0.351091,-0.691164,-1.431782,-0.465736,-1.58126,-0.068421,-0.041848,-0.699461,0.086847,-0.980393,0.853081,-1.098156,-1.239515,0.389443,1.617634,-0.705344,-0.456981,2.367861,1.314344,0.888908,-0.198229,1.546722,0.724732,-0.264691,-0.33923,-0.34977,-2.051011,-0.951079,1.09368,-1.352374,1.978846,-0.680228,-1.153651,1.915163,class2,cluster2
3647,-1.634133,-0.044277,-0.660434,1.681285,1.050181,-0.148551,-0.100108,-0.297803,0.859494,1.205243,0.586321,0.675141,2.02377,-1.442,1.050631,-0.59137,-0.759331,0.508426,0.232915,1.138723,1.762105,0.904339,-0.464582,1.244118,-1.721789,0.722504,0.337443,0.939775,-0.048652,0.41452,-0.270032,0.658742,-1.432742,1.687005,0.007629,0.558106,1.971519,-0.018179,-3.802389,class1,cluster0
3648,0.30129,1.723441,-2.497285,-1.973563,-0.795522,-0.084196,-0.183707,-0.33438,0.720421,0.244736,-0.595486,0.43608,2.811612,2.763282,-0.888223,0.125388,-0.397722,0.028123,1.064759,0.003354,-1.71884,1.521928,0.378261,-0.387887,-0.314838,0.379823,-1.657,0.908689,-0.332802,0.106317,-0.375322,-0.548545,-0.599503,-0.153917,-0.863348,-1.780776,-0.285018,0.769094,2.134541,class0,cluster1
3649,-0.886073,-0.371503,-0.990622,0.132002,-0.046928,-0.418534,0.404815,0.165702,-0.219251,1.095718,-1.126123,-1.419614,-0.470181,0.153071,1.412046,0.451548,-0.005374,-0.669137,2.426784,-0.799159,0.060651,-1.238288,1.122576,0.191055,1.086186,0.007508,-0.396872,0.373935,-1.771295,-0.629425,-0.066493,0.762855,0.632898,0.882495,0.794484,-0.151726,-1.436115,0.712554,-0.409909,class1,cluster1
3650,1.364467,0.405729,0.352033,0.276797,-1.315598,0.657293,-0.477043,-0.491642,0.029703,-1.012522,0.034694,-0.639445,0.353269,0.871953,-0.614562,0.09303,1.474367,0.622244,-0.524957,-0.799616,0.582818,0.116629,1.564374,-0.598675,0.586544,-1.12889,-1.179223,-0.642748,0.173588,0.740403,-0.399596,2.005634,0.706937,-0.651778,0.636893,-1.487196,-1.513963,1.555199,1.734885,class0,cluster2
3651,-0.931012,0.135496,0.661812,-0.006086,2.404812,0.357427,0.655131,0.446812,1.115816,-0.531114,0.808849,0.972348,-0.82538,-0.403307,0.13875,-1.288652,0.694995,-0.624876,1.483667,-0.386136,-1.021049,-0.059499,1.147457,-1.013858,-0.735241,0.300092,1.317124,-0.282826,0.041554,-0.945484,-0.44101,1.152358,-1.166072,0.276604,-1.806354,-0.065479,-1.06557,0.177503,-0.482818,class1,cluster2
3652,-0.957968,-0.77697,-0.348196,0.337152,-0.405032,-0.203394,-0.437674,0.005764,-1.239659,-0.409274,-1.192861,1.19964,0.616656,-0.883509,-0.421815,0.163496,-0.899455,0.730197,-1.789872,0.614879,-0.470253,-0.051064,-0.576825,-1.17182,2.717899,-0.271588,1.100548,-0.415269,-0.330112,0.698161,-1.159426,1.308579,0.332755,0.626998,0.392804,-0.762142,0.645637,1.311637,2.689343,class0,cluster1
3653,0.010636,-0.42932,0.733131,-0.268315,0.101781,0.884759,-0.131601,-0.93853,1.157013,-0.263372,-0.639179,0.154137,1.521002,0.129287,-0.560378,-1.209952,-0.636171,0.956504,-1.117192,0.57874,1.009852,1.119807,-1.001065,0.510269,-0.795468,-0.337004,-2.051284,-0.235903,-0.507156,-1.107674,0.266798,0.134583,-0.854239,-0.919549,-0.398715,-1.103523,1.036535,1.285634,-1.62736,class1,cluster0
3654,-0.750771,-0.410848,-0.360078,-0.042453,-1.84896,0.120352,1.710957,-1.428808,2.573416,-0.861635,0.293513,1.029972,1.182306,-0.602473,0.904186,0.169855,-1.228642,0.561577,1.710576,-1.39081,-3.145812,0.284675,-0.222623,0.49077,0.463477,-0.894442,0.221626,-1.774567,0.528242,-0.498532,-0.311943,-0.101244,-2.019817,-1.691066,0.024434,-1.277862,0.623295,-1.782458,-1.233393,class1,cluster2
3655,1.312239,0.546324,0.782221,1.602404,1.984338,-0.131714,-0.269913,-0.748452,-0.269743,-1.498704,0.577696,0.124693,0.523595,-0.322023,-0.518846,-0.215161,-0.194396,0.628942,1.926499,-0.094238,0.580696,-0.078226,0.012208,0.190763,-0.961824,1.236714,0.338338,0.106315,-0.178196,-0.3391,1.323874,-0.86171,1.528475,-1.384298,-0.870697,-0.013327,-1.293021,-0.542104,2.736292,class0,cluster1
3656,0.357816,-0.679482,-0.155975,0.421978,-0.132122,-0.274143,-0.759282,-0.126213,0.375387,-0.60614,0.229105,0.526941,-1.107918,-0.733937,0.848249,-0.645785,-0.982945,0.120366,0.185686,1.151005,1.068916,1.308742,-2.041358,1.837488,-0.093113,-1.827291,-0.261135,-0.488124,0.934533,1.720832,0.269517,-1.073185,1.089695,-0.376283,-0.187506,2.579665,-2.069126,-1.999157,-1.320936,class1,cluster0
3657,1.770503,2.468533,-0.19836,-1.086593,-0.733545,0.030564,-1.04202,-0.452367,-0.231284,-0.404046,0.319171,-0.203485,-0.093533,-0.401269,0.540955,1.288457,0.340526,-0.036406,-0.557115,1.026709,0.1493,1.000746,-0.253481,-0.778907,0.39226,-0.786733,1.840414,0.505269,0.09564,1.376106,-1.403584,1.750886,-1.859375,1.119534,-0.798597,-2.075926,1.591298,2.099604,-4.8578,class1,cluster0
3658,0.615183,0.640156,-0.504517,0.263037,1.374804,-1.017359,-0.569043,-0.404326,1.287343,-1.496079,-1.096854,-1.525077,-0.860694,1.330245,-0.643044,2.848224,0.324702,-0.379867,0.1639,-0.653069,1.150809,-0.333863,-0.078865,0.455954,0.10298,1.048416,-1.146421,0.403928,0.176341,-0.523924,-1.256417,-0.569915,2.204984,1.593004,-0.974614,-0.553322,1.541979,0.925846,-6.118046,class1,cluster0
3659,-0.140554,-0.293718,0.371245,-0.687659,-0.121214,-0.376393,-0.069094,1.640211,0.618155,-0.091839,1.452801,-1.862488,0.504453,-0.284041,2.033897,-0.638647,-2.330342,0.255405,-0.053375,1.141936,1.239314,-0.553006,-0.020204,2.075303,-1.083678,-0.917437,-0.61485,-0.258978,-0.667654,1.983939,-0.418718,-2.109906,-0.386446,-0.063392,0.522796,-0.70523,-1.14725,0.940375,-0.860782,class2,cluster2
3660,-0.068516,-0.535092,1.147127,0.216919,0.254241,-0.606322,-0.49739,0.524105,0.984363,-0.662852,-0.328301,0.740854,-1.043518,2.047849,0.825488,1.479325,-1.417647,0.777699,-0.387458,0.343761,0.818767,1.004101,1.192636,1.885238,0.880852,2.502608,0.796811,-0.053498,-0.992534,-0.404653,0.786122,-0.508193,1.056551,-1.100647,0.645661,0.513956,-3.585987,-0.382331,3.100195,class0,cluster1
3661,0.540453,-1.769446,-0.767543,1.175408,-0.538693,0.758742,0.34749,-0.443684,-0.783014,-1.448392,0.530539,-1.538374,-0.492809,1.005888,0.577457,0.121877,0.848507,-0.386819,-1.811808,-0.845931,0.774362,0.547236,0.150322,0.97041,-0.274474,-0.213768,-1.112508,-1.503453,-0.679573,0.520997,-0.319558,-1.681378,-1.085202,0.27282,-0.497884,-0.13188,-0.67478,0.036151,0.156957,class1,cluster2
3662,-0.524175,-0.016075,-0.167235,-0.039181,-1.07277,0.452813,-0.647417,0.051984,-0.940244,0.936051,1.037555,-0.318779,0.203363,0.152871,-1.040201,-1.435582,-0.519852,2.127669,-1.533218,-0.170068,1.613285,1.537744,0.310391,0.305522,1.026456,-0.386854,0.505457,-0.026819,0.336216,1.272181,0.858702,-0.291288,1.558699,0.980759,2.07206,-0.226063,-0.570948,-1.036796,3.498542,class0,cluster1
3663,-0.649103,0.069371,1.09084,0.267203,0.137367,0.128643,-0.422924,-0.778132,-0.391778,-2.864592,1.296105,0.028775,-0.378756,-0.234756,0.097548,0.746114,-0.241732,0.060805,-0.444847,-1.593479,0.037509,-0.65478,-0.545098,0.52517,-1.624074,2.007896,1.050509,1.171088,-0.045285,-0.912885,-0.003708,0.802184,0.010114,-0.01509,0.679781,0.05604,1.311586,-0.551868,3.040011,class0,cluster1
3664,-0.070554,-0.844456,1.512738,-0.237687,0.328368,-0.734247,-1.810007,1.664832,-0.664671,0.795423,-0.690627,0.146312,0.356379,1.23177,-0.235877,1.952535,0.826269,1.381878,0.551577,-0.203928,-0.276044,0.323153,0.123282,0.079436,1.667577,-2.45532,1.084067,-1.085946,-2.079022,2.076153,1.087089,-0.800724,-0.549613,2.118458,-0.853801,1.474756,-0.175461,-0.449156,2.241112,class0,cluster1
3665,-1.113561,0.357784,0.042531,1.139021,0.63808,1.412342,-0.54317,1.175421,0.178371,0.537297,0.799619,1.161583,-0.394793,0.218023,1.802126,-0.664062,-0.792483,1.249914,0.654079,0.155041,0.521386,-0.585174,0.581671,0.057622,-1.344863,-1.33267,-0.842647,-0.428041,0.667163,0.354528,0.863344,0.166426,-0.539393,-2.238439,0.124435,-0.637439,0.027,0.911372,-4.992251,class2,cluster0
3666,-1.323328,0.316168,0.249071,0.261897,0.480626,-0.255061,-1.249802,-0.348793,0.825696,-0.466055,0.101046,-2.043828,-1.520877,3.081841,-0.608727,0.605433,-2.146998,0.081634,0.282195,1.149174,-0.588751,2.13259,-0.918321,1.668258,1.037125,0.473348,0.752755,0.296774,0.37985,-0.366652,-1.603237,1.013388,1.426924,-0.710091,-0.115338,0.313285,-0.836329,-0.700777,2.011584,class0,cluster1
3667,0.328094,1.351771,0.415963,-0.136889,-0.066019,0.777356,0.53956,-1.900395,1.604604,-0.817886,-2.207263,0.659711,1.669451,-0.108967,-0.26997,-1.242777,1.173425,1.803703,2.715593,-0.025301,0.587713,-1.032726,1.165845,-0.120878,-1.059231,-0.277081,-1.968771,1.374752,-1.050806,-2.075229,-0.302653,1.341012,1.339861,1.444139,0.27421,0.218623,-1.888496,1.227726,-3.590701,class1,cluster0
3668,-0.865956,0.420987,0.856545,-0.874937,-1.158697,0.420665,0.496232,1.675562,-0.084549,0.734732,0.21407,1.567568,0.286696,-0.459373,2.440467,0.280019,-0.293054,-1.178851,-1.340276,1.401466,0.014131,0.376595,-1.841573,-1.359869,-0.474935,-0.819857,0.194243,-0.744173,1.548652,0.268686,-0.982833,-0.423013,-0.794366,-0.484218,0.331511,-0.079963,-0.284957,0.736673,-0.937965,class2,cluster2
3669,1.802567,-1.691025,-1.04303,-1.099969,0.039474,-1.867368,0.00569,3.247148,0.422426,0.509448,1.05582,0.197943,1.227001,0.08733,1.970864,1.457618,-0.884266,1.656601,0.410842,0.856729,0.969791,-0.335219,-1.071002,1.398556,1.340817,-0.759516,-1.615121,-0.561674,-0.892952,-0.166642,1.030409,-0.671748,0.981146,-0.3748,-0.67329,0.872961,-0.060635,1.301149,2.900002,class2,cluster1
3670,0.150295,-0.473598,1.327593,0.313228,-0.586702,-1.729651,-1.561505,0.522652,-0.344117,-1.377487,-0.325538,-1.403782,-0.500899,-0.336371,-2.342796,-1.545935,1.503271,0.047273,-0.639743,-2.440372,0.988206,-0.359988,0.810378,0.060865,0.088206,0.406058,1.578772,-0.538876,-0.414988,-1.446489,1.023909,0.175255,-0.970825,-0.487521,-0.657352,0.392513,0.8548,0.893174,-1.099846,class1,cluster0
3671,-0.137137,-0.380341,-0.155405,-0.932568,-0.132713,0.103177,0.801228,0.317612,-1.065429,0.748231,-0.042067,0.069795,-0.27553,0.548615,-0.355117,2.378825,0.17828,0.631218,0.166882,1.650402,-0.272807,-0.52241,0.592315,-0.585313,-1.397374,-0.8555,-0.226618,-0.239396,-0.103639,1.633122,-1.565882,-0.629391,-1.232219,-3.178758,-0.158604,1.307895,0.10364,-1.225311,-0.271127,class1,cluster1
3672,0.872961,2.069611,-0.098516,0.08777,-0.236326,-0.042247,-0.679922,-0.252233,-0.500084,2.659154,0.702713,0.485233,0.886508,-0.900591,0.451144,0.143662,0.720241,-0.219371,-0.154274,-1.700242,-0.202928,0.705564,0.12102,0.345392,0.555554,0.559083,-0.442603,0.384557,0.205244,-1.254459,1.582401,-0.621662,-2.268648,0.543573,0.350442,0.060897,0.386243,0.64133,-0.824682,class2,cluster0
3673,-0.015303,-0.757346,-1.449808,0.064075,0.409853,1.012293,-1.2206,0.102383,-0.056891,-0.705744,-1.027623,-1.037262,-1.136188,-1.508062,1.028741,0.416839,-0.604263,-0.113199,1.047116,0.483144,0.574656,0.724088,0.412743,-1.639442,0.50064,-0.140854,0.726627,-0.877825,1.630904,-0.540423,-2.484438,-1.765014,-1.573666,0.1488,-0.811105,0.878265,1.690853,-0.502136,-0.870152,class2,cluster2
3674,-2.133687,0.409381,-0.179209,0.207952,-0.857536,-0.308871,1.019186,0.392268,-0.052002,-1.348773,-2.048244,0.092967,1.186871,-1.132969,-1.421269,-0.312468,-0.352828,1.91281,-2.110203,0.217014,-0.951529,0.516668,1.453847,1.998308,1.581051,-0.074142,-0.853968,-1.12942,-1.081921,-0.444963,-1.231974,-1.427111,0.084948,-0.95744,-2.641086,-2.004152,-1.423729,1.234168,-2.746002,class2,cluster0
3675,-0.73882,0.399217,-0.458512,-0.109194,0.224969,-0.571166,-1.455867,-1.657401,-0.589974,-0.732062,-0.21493,0.335246,1.530486,0.594429,0.522537,-0.067488,-0.505866,-0.969053,-0.207939,0.729895,1.520254,-0.766802,1.048409,1.035125,-0.042822,1.426488,0.42159,-1.704343,-0.398492,-0.198483,0.899919,0.05933,-0.30988,-2.641294,-0.095156,-0.340921,0.343918,0.693604,1.609287,class2,cluster2
3676,1.758737,0.443101,-1.540358,0.205987,-0.566874,-0.381431,-1.206041,0.07383,0.484462,-0.307434,0.128023,0.228251,-0.675088,-0.257875,1.490186,0.708955,1.858497,-1.018059,-0.192793,-0.895583,0.749327,-0.189596,1.124521,-0.679241,-0.025214,1.112393,-0.462943,-0.302686,-0.968382,-1.87885,1.843141,0.828417,-0.573966,-1.657657,-0.395414,0.2361,-0.968335,-0.402532,-4.199341,class2,cluster0
3677,0.087959,-1.058551,-0.01915,-2.139206,0.339233,1.397156,-0.960311,-1.501641,0.247544,0.649611,0.345931,-0.042819,-0.190747,-0.485784,-0.643017,1.794933,0.267233,-0.727299,0.108599,-0.746774,0.200622,0.476989,-1.736691,0.537508,1.091371,-1.25188,-0.24394,-1.235493,1.506064,1.466384,0.039398,0.669383,0.076162,-0.984124,-0.117556,-2.399982,-0.172104,-0.529137,-0.797004,class2,cluster2
3678,0.827121,1.944463,-1.369793,0.456007,0.922332,0.488489,-1.901889,0.346904,0.367561,1.518228,0.39696,-0.234337,-0.079102,-0.053858,0.129763,0.835356,-1.967609,-0.210437,-0.046181,1.076614,-1.324109,-1.746717,0.254958,1.458013,0.451115,1.274858,-0.789483,1.247986,-1.071746,1.200467,-0.731502,0.002878,-2.13282,-0.253853,2.410925,0.435534,1.114057,-0.215537,-0.087194,class1,cluster1
3679,-0.952418,-1.978226,0.788609,2.27198,-0.540093,-0.946567,-1.912261,-0.309121,0.226801,-2.084165,0.415475,0.89291,-1.238404,0.28297,-1.430918,-0.86078,0.368056,-0.513244,0.593555,-0.261802,-0.118933,1.174386,0.366361,-0.453402,-1.063779,-0.719249,-1.358796,-0.570859,1.432578,-2.160816,-0.237538,-0.491362,-0.555044,-1.292074,1.164759,0.097422,0.475035,1.330331,3.67606,class0,cluster1
3680,-1.561004,0.215587,-0.510085,-0.676833,-1.862478,-0.254597,-1.255755,0.73787,0.585905,0.213037,0.012281,-0.887495,-1.043805,0.269093,-1.264741,0.803687,-0.027342,-0.85817,0.265203,-0.432159,0.437695,-1.420281,-0.204854,-0.635916,-1.641024,-1.112682,0.076851,0.51915,0.248402,-1.853855,1.252694,-0.556898,-1.551726,-0.654574,0.721425,0.660226,0.315297,-0.015813,1.294713,class1,cluster2
3681,1.115162,0.206487,-0.480906,-0.148267,-0.039263,-0.114744,-0.586539,0.934582,-1.374662,-0.258249,1.516121,-0.097139,0.656627,-1.263307,-0.008225,-2.170293,0.822727,-1.649209,-0.076131,0.547733,1.786047,-1.076594,-0.596267,0.29568,0.348537,1.199307,-0.065852,-0.798112,1.660266,-0.481741,-1.645291,0.423582,0.916243,-0.166127,-0.187252,1.057627,-0.758699,1.252892,-5.409794,class1,cluster0
3682,0.404371,0.413615,-0.043276,-0.518624,-0.325178,-0.054721,-0.523884,1.673504,-0.587666,-0.688033,1.561521,0.32147,0.439047,-1.307951,1.401461,0.454164,-0.442246,0.500705,-1.003975,-1.170025,0.594197,0.944668,1.448295,-1.425208,0.725512,-1.91636,0.28394,-0.797047,1.528834,-0.279556,-0.500679,0.761479,0.034557,1.371897,0.943782,-1.111321,-2.834985,1.106833,2.228458,class0,cluster2
3683,-0.370083,0.713384,-1.288939,-1.890223,0.044026,0.716784,0.384017,-0.653668,-0.143162,-0.102548,0.019612,-0.315132,0.933134,-0.129842,-0.779422,-0.577139,1.23617,-0.519169,-0.050141,-0.655492,-0.607623,1.454012,1.05896,-1.056574,0.3004,0.259269,1.449641,1.872646,-1.588757,0.483571,-0.419365,0.942934,-0.427253,-1.256842,-1.586594,1.982255,-0.278526,-0.44926,-1.347914,class2,cluster0
3684,-0.788981,-1.622166,0.716589,0.307446,0.638872,-0.086344,-0.665024,0.143791,1.19756,-1.032114,-0.378548,0.430176,-0.93092,0.172467,0.881716,0.726289,-0.646414,1.812368,-1.188996,-1.133638,-0.029765,-0.860056,-2.509309,0.633263,-0.87842,0.981853,1.013876,-0.032394,0.291672,-1.450353,0.736023,0.402864,-0.291674,0.878856,-0.44963,1.80062,-2.284342,-1.799189,2.787879,class0,cluster1
3685,-1.687661,0.453399,0.708032,-1.591296,-0.020288,-0.927061,-1.259402,-0.732039,0.874637,-0.38656,1.289533,1.664509,1.618145,1.128036,0.540251,-0.207745,0.11525,0.591951,0.467206,0.224006,0.818077,1.602698,-0.149525,2.015323,0.19852,-0.868118,-1.148533,0.815209,0.464481,0.031524,-1.431862,0.325147,1.140534,1.726687,1.554837,0.121721,1.625808,-0.855517,-3.268741,class2,cluster0
3686,-0.666702,1.263391,0.38067,1.030181,-0.354011,0.490491,0.34184,0.88919,-1.569768,-0.058766,0.815871,-1.939704,-1.006288,1.302648,1.044097,0.167073,-0.064555,0.745441,-0.736463,1.689161,1.418551,0.353557,-0.037765,0.426675,1.63313,0.043287,1.401288,0.89432,0.862096,-1.847014,0.300157,-0.376794,-0.43508,1.096134,2.822675,-1.061424,-1.379663,1.090282,2.612713,class0,cluster1
3687,0.606655,0.619455,-0.005227,0.730152,0.914842,-0.648296,0.159737,0.921811,-0.431051,-0.387004,-2.469314,-1.986523,-1.130741,-1.652306,0.47511,0.551546,0.758631,-2.195527,-0.209004,2.158756,-1.448999,-2.118575,-0.133074,-0.217861,-0.618903,0.74737,-0.867487,-1.351911,-0.488346,-1.050159,0.046545,0.599959,0.631598,-1.117958,0.079792,0.256275,-1.016922,0.962407,-1.377969,class1,cluster0
3688,-0.994547,-1.032401,-3.132185,0.636756,2.012222,1.200638,-0.206843,-0.462938,0.729167,2.475169,0.40995,2.826949,-1.628252,-0.44141,1.458996,1.31493,-0.861687,-0.485971,-1.043139,-0.571214,1.877873,1.40706,0.279408,-0.649649,-0.559205,0.488822,-1.528243,0.752215,-0.098526,1.472523,0.482279,0.446651,-1.893822,-0.247929,0.301937,-1.110136,-0.794669,-0.399666,3.239455,class0,cluster1
3689,0.47067,1.185345,-1.543709,0.597847,-0.318225,0.103288,-0.397157,-0.881922,-0.383982,-1.215475,0.179172,0.0154,-0.080026,-0.141755,-0.480021,0.772646,-0.488773,-0.303876,-0.247085,-0.415281,2.085176,-1.090319,-0.750709,-0.833321,-0.135406,0.703474,0.118783,1.467933,-0.270214,-0.580732,0.872825,0.43442,-0.2631,-0.441262,-0.779525,-0.080425,1.204421,-0.783696,-2.082323,class2,cluster0
3690,0.138296,2.003049,0.198617,0.331348,0.384815,-1.715001,1.247868,-0.527012,0.212585,0.161331,-0.26761,-0.282629,0.814096,1.807203,-0.978242,0.731262,-0.36243,-0.552951,0.201678,-0.772475,0.853402,0.054581,-0.811753,-1.022272,0.624951,-0.652109,0.328682,2.782832,-0.018078,-0.799231,0.885655,1.331888,-0.043905,1.100166,1.512518,1.817694,1.177492,-1.096765,-4.586272,class2,cluster0
3691,-0.128308,-0.120905,0.699534,-0.090337,0.206657,-1.320899,-0.57815,-0.482962,-0.80055,-0.664458,1.854978,-0.844927,-1.344255,-1.446428,-0.051419,1.211986,-1.089383,-0.608968,2.835297,-0.16173,0.516126,0.690178,-0.185778,-0.775056,-1.748516,0.374146,-0.01743,-0.339457,-0.169202,-2.076713,-0.019313,0.14126,1.421117,-1.684966,-1.260206,-1.094004,-0.827609,-0.355743,2.408173,class2,cluster1
3692,-0.363145,0.341617,0.811915,0.04248,-1.313555,0.068464,-1.078939,-0.351265,1.322331,-0.639847,-0.667633,0.848404,-0.324342,-0.983492,-0.063854,0.415047,-1.255007,-1.941094,-0.087949,-0.519691,-0.591845,-0.35317,1.971586,1.7662,0.58181,-1.023553,-1.794711,0.024861,0.677612,1.008827,0.210776,0.82307,-1.215087,0.629396,-0.406574,-1.152993,-0.786938,-1.296168,-5.601512,class1,cluster0
3693,1.16771,0.182148,0.598857,-0.098251,1.372923,0.224146,0.529312,-0.268022,0.961568,-0.846821,0.261404,1.307752,0.33322,0.174955,1.016404,-0.175162,0.623977,1.57788,0.269166,0.312326,2.377692,3.727415,2.530783,-1.030152,1.059198,0.257773,0.709864,0.39863,0.884644,-2.10047,-0.475086,-0.986841,0.957162,0.75975,-0.543385,-0.227401,-0.595747,-0.533345,0.631564,class2,cluster1
