@relation waveform-5000_pca_0.95_clustered

@attribute Instance_number numeric
@attribute attr_1 numeric
@attribute attr_2 numeric
@attribute attr_3 numeric
@attribute attr_4 numeric
@attribute attr_5 numeric
@attribute attr_6 numeric
@attribute attr_7 numeric
@attribute attr_8 numeric
@attribute attr_9 numeric
@attribute attr_10 numeric
@attribute attr_11 numeric
@attribute attr_12 numeric
@attribute attr_13 numeric
@attribute attr_14 numeric
@attribute attr_15 numeric
@attribute attr_16 numeric
@attribute attr_17 numeric
@attribute attr_18 numeric
@attribute attr_19 numeric
@attribute attr_20 numeric
@attribute attr_21 numeric
@attribute attr_22 numeric
@attribute attr_23 numeric
@attribute attr_24 numeric
@attribute attr_25 numeric
@attribute attr_26 numeric
@attribute attr_27 numeric
@attribute attr_28 numeric
@attribute attr_29 numeric
@attribute attr_30 numeric
@attribute attr_31 numeric
@attribute attr_32 numeric
@attribute attr_33 numeric
@attribute attr_34 numeric
@attribute attr_35 numeric
@attribute Classes {class0,class1,class2}
@attribute Cluster {cluster0,cluster1,cluster2}

@data
4487,-6.171113,1.802463,1.06959,0.717388,-0.668937,-0.378299,1.102922,0.866398,-1.085823,-1.581729,-1.500673,0.627256,-0.486423,1.217058,-0.644843,-1.062254,-0.010394,-0.84269,0.325955,-0.177337,0.443125,0.692952,-0.35028,-0.474747,0.734806,-2.448222,1.352977,-0.4907,1.157105,0.057951,-0.284278,-0.294847,1.415068,-1.451973,-0.080501,class1,cluster0
4488,-1.256195,-6.228836,-0.670172,-0.034803,0.475291,-0.115721,-1.226624,-1.818133,0.225272,-0.019923,-2.784475,-0.468768,-0.011073,-0.86425,-0.495561,-1.055108,0.092605,1.831662,0.327118,-1.439489,2.346158,0.910213,0.812508,-0.345344,-1.16921,2.427072,0.912962,-1.26921,-0.544189,-0.152838,1.005764,-0.128018,1.821103,-1.206967,0.654711,class1,cluster0
4489,-5.931108,-3.136872,-0.345931,-0.944911,0.449697,1.455647,0.496127,-0.656324,0.000683,-1.334646,-0.309644,0.601691,0.050021,0.899569,-0.0448,0.628702,-1.109745,-0.623952,0.152539,-2.14851,0.919334,0.181335,1.236012,0.282606,-2.116696,-1.140843,0.261264,0.271704,1.31728,-0.331223,1.191979,-0.767834,-1.411056,0.739551,-0.331407,class1,cluster0
4490,-5.409746,4.328878,-1.924301,-0.967984,-1.493431,-1.320431,-0.335785,0.845832,1.308739,-0.685301,-1.240896,-1.014072,0.672557,0.163897,-1.060953,2.071647,0.442823,0.008903,0.801345,1.26999,1.579399,1.204985,-0.02439,0.063906,-0.637855,-1.430952,0.902297,-0.100525,2.073052,2.930744,-0.625644,-0.067496,-0.349741,-1.381674,-1.540104,class0,cluster2
4491,-5.83482,0.175567,0.100781,-0.290353,-0.536829,0.065745,-1.385826,0.020506,-0.89846,-1.900298,1.252762,-0.479998,0.35516,-0.646046,-0.902803,0.845398,-0.225538,1.689084,-0.337445,-1.51961,-0.7985,1.366428,-0.488041,-0.033022,0.630696,0.105699,0.966495,1.301552,-0.263513,-0.796564,-0.376503,0.01883,1.267205,0.740484,2.102774,class1,cluster0
4492,2.039008,2.647675,-0.679076,0.025787,0.163605,-0.628775,-0.653612,-0.140429,-0.898533,0.851138,0.059653,-0.407828,-0.365088,-1.181903,-1.015507,0.219585,-2.460044,0.183476,-1.11921,-0.049555,0.325722,0.361008,-0.162846,0.162193,-0.668524,0.44354,0.123592,0.105528,-0.056056,0.830577,0.693647,-1.028388,-0.361685,0.927422,-0.423624,class0,cluster2
4493,7.936622,2.589642,-0.520537,-0.639997,-0.614965,-2.963683,0.492726,-0.671888,-0.326191,0.898628,-0.091695,0.072697,0.750995,-1.055447,-1.346616,-0.827177,-1.184756,1.308055,-0.059571,-1.169343,1.331955,-1.101886,-0.130049,-0.118009,-1.023196,1.248313,0.74301,0.245252,1.264546,-0.005367,-1.345502,0.110595,-0.027655,-0.622603,-0.344911,class2,cluster1
4494,-0.08198,-5.748825,-0.669569,0.062162,-0.603169,1.200852,2.051181,1.805445,-0.583399,-1.096522,-1.556333,0.351487,1.435994,1.293478,-0.41439,-0.876076,2.576036,0.723551,0.217599,-0.742489,-0.073888,1.138772,1.878224,0.859768,2.164581,1.162592,0.251787,-1.41477,-0.448666,0.395268,-1.49621,0.517087,1.387962,0.385068,0.760335,class2,cluster1
4495,-3.526978,3.924742,-0.310805,-0.015914,1.692666,-0.521074,-0.261679,-1.017371,-1.234867,-0.659972,0.502995,0.632777,0.536075,1.588318,0.967474,0.216447,-0.850483,-0.981624,-1.115027,1.54074,-0.694912,0.298881,-0.162358,0.060025,0.328162,-0.839203,0.280661,-0.489264,0.465635,-1.761677,0.917298,0.454803,0.641549,0.456655,0.017888,class0,cluster2
4496,1.808669,-2.746806,1.288017,1.38067,2.245269,-0.821155,-2.192346,0.109145,0.627531,-0.387367,0.320395,0.747155,-0.378364,-0.268622,-0.614033,-0.201168,0.656853,-1.067847,1.607791,0.719101,0.543499,1.178726,-0.458205,0.081102,-0.296026,-0.524645,1.707659,-0.942896,-0.766248,-1.32573,-1.797539,0.409054,0.265022,0.169365,-0.603402,class2,cluster1
4497,1.587189,-2.242909,-1.747789,-1.350141,-0.583682,0.264349,-0.859296,1.441324,1.427974,-0.870657,1.102004,-0.996937,-0.003671,-0.664464,-1.438451,1.067084,0.934757,-0.519322,0.238211,0.703521,0.999659,-1.581226,-0.034119,1.210282,1.109466,-0.97196,1.211718,0.725578,-0.82424,0.477072,-0.448256,0.729616,0.253366,-1.222549,-1.236872,class2,cluster1
4498,-7.747195,-0.664249,-0.6085,-0.84062,-0.568903,-0.110083,-0.099206,0.83499,1.373918,0.470239,-0.235887,0.223743,0.163987,0.261737,0.282463,0.030492,0.40674,1.39735,-0.55468,0.351832,-0.490212,1.883588,1.230892,2.232861,1.641235,-0.298376,-0.699056,-0.31419,0.675461,0.855465,0.099077,-0.499188,0.348677,-0.426748,0.215181,class1,cluster0
4499,-3.621898,3.42139,0.439887,0.595057,0.88693,0.132333,-1.173946,-0.199006,0.632051,0.738611,0.441037,0.972535,1.477931,-1.438127,1.009643,-1.658481,0.305777,-1.24821,0.214157,0.780536,0.812001,2.096824,-1.116491,-0.885549,0.289625,-0.702533,0.370365,-0.111607,3.44021,0.064527,-0.660213,-0.127011,0.153202,-0.912768,1.006529,class0,cluster2
4500,-5.790219,1.039693,-1.066067,0.963093,-0.797824,1.236846,0.140708,-1.597632,1.659003,-1.062727,2.643636,0.736685,-1.770795,-0.247834,-0.168713,-0.080883,0.650728,0.978636,-0.318685,-1.359815,1.691457,0.582332,0.454309,0.254683,-2.293653,0.521519,0.588113,-1.04182,0.682771,0.060923,-0.825479,0.341203,1.976308,-0.286936,0.477392,class1,cluster0
4501,-0.61593,-5.262218,0.066621,0.691936,-1.071643,-0.420879,0.881094,0.688857,-1.022998,0.011337,1.270428,-0.67118,-0.969338,2.252995,-1.197971,-0.309099,-1.002967,0.971054,0.644312,0.215948,0.492987,0.62393,0.888069,0.481287,0.270569,0.580087,1.516949,0.802222,0.993899,-0.625383,0.432734,0.259249,1.019463,1.184991,0.719934,class2,cluster1
4502,0.205966,-4.381738,-1.407998,-1.141697,0.198814,0.156581,-0.505598,1.819066,-0.701942,-0.717025,-1.012644,1.628677,1.273502,0.236836,-0.870541,-1.669892,0.070735,-1.287846,0.198553,-0.062881,0.045322,0.748428,-0.143741,-0.312496,-0.925097,0.521971,0.718026,-1.485747,-0.994225,-0.467577,-0.294501,-0.989053,0.217282,0.819214,-0.223099,class1,cluster0
4503,-2.447813,-2.663643,1.207558,-0.892535,0.204944,-0.799736,-0.191033,-0.55097,-1.797312,2.242749,-0.719651,-0.15212,2.333138,1.730899,-0.010687,-0.848703,-0.988904,0.288913,0.278198,-0.836395,0.123124,0.45551,0.186556,0.379594,-0.264103,-0.258456,0.217009,-0.976501,-0.589414,-0.093245,-0.642483,-1.502004,0.351887,0.39489,-1.09016,class1,cluster0
4504,-2.492408,1.883084,2.082937,0.642949,-2.403341,-0.065338,-0.623841,0.979674,0.633939,-0.562033,-1.437963,1.303572,-2.592502,-1.089942,-1.080138,0.501493,-0.401631,-0.115559,1.761549,0.553536,0.718616,0.511893,0.872611,0.395957,-0.447881,0.016118,-0.868238,-0.006023,-0.015127,-1.276412,-1.096476,-1.346078,-1.534903,-0.029148,0.370794,class0,cluster2
4505,-6.453618,-2.283258,1.169908,-2.041875,-0.667153,-1.684534,0.397281,-0.765323,0.094045,1.772082,0.686392,-1.812801,-0.895659,-0.194188,-0.158539,0.960839,-0.429313,-1.627787,-0.247048,0.102191,0.87991,-0.077235,-0.400324,0.629882,-1.026058,-0.722496,1.271599,0.656492,-0.804464,0.656728,1.095871,-0.389208,-0.59874,-1.288224,-1.975913,class1,cluster0
4506,-3.946676,-0.862588,1.325656,0.179195,-1.606274,0.075371,1.385221,0.044878,0.961356,0.450201,0.414586,-3.229368,1.888111,-0.318519,-0.29297,0.545616,0.321613,0.158502,-1.549522,0.645195,1.172815,-0.739326,0.470138,0.002767,1.136056,-0.812565,-1.224801,-0.303766,1.747445,0.585037,-2.540846,0.640272,0.743962,1.319799,-0.753731,class1,cluster0
4507,-4.863286,0.673317,0.066167,0.238017,-2.046535,-1.549377,0.680361,2.169501,0.381099,0.476371,0.19267,0.65572,1.000573,-0.242129,0.97607,-0.59326,0.316649,-1.367419,0.12025,0.796826,0.525094,1.025452,-0.889763,-0.295183,0.319675,0.156229,-0.725897,-1.180432,0.122005,-0.555967,0.631918,-0.913012,0.472342,0.144723,-1.98439,class1,cluster0
4508,6.158848,0.201318,-0.61695,0.460374,-0.227478,-2.070464,0.045934,-0.918183,0.730095,0.112162,1.464421,-0.518789,-0.157281,-1.876483,-0.041489,0.926056,-1.758714,1.057762,0.673217,-1.115517,-1.18365,-0.766364,-0.7627,1.694974,0.126217,-0.045738,-1.551219,-0.874893,0.127734,-0.417342,0.703983,1.028842,0.35546,0.607866,-0.076658,class2,cluster1
4509,8.508531,3.531704,0.64276,0.075513,-0.616755,-0.656733,0.50838,-0.493168,2.030341,0.57289,0.561822,-0.123969,0.950887,1.132826,-0.231791,1.496077,0.269003,-0.536353,-1.34302,-1.242395,-0.302475,1.159877,-0.757743,1.686203,-0.462636,-1.148113,-2.449192,-2.07411,0.00732,-0.718385,-0.508023,-1.058223,0.177172,0.625262,1.384203,class2,cluster1
4510,5.610159,-0.187643,-0.192975,0.58437,0.693958,-0.282053,-0.880424,-0.409896,-0.132741,0.658917,-0.18048,0.168023,-0.792742,0.367766,0.174736,-0.511496,-0.472563,1.537809,-0.103627,0.413677,-0.131103,1.523385,1.630657,0.295194,-1.162065,0.157973,0.622968,1.879216,0.86111,-2.174143,0.842512,0.522464,-1.240707,0.313921,0.075833,class2,cluster1
4511,-2.099673,-2.543537,0.683587,-2.190143,-0.590609,1.281,1.028589,0.890185,0.766315,-0.564656,0.24523,-1.318637,0.544799,0.006037,0.686083,-0.813993,0.316163,-1.008776,0.282353,-0.826066,0.1615,-0.003555,-1.44587,-0.682887,-0.476266,0.801034,-0.856963,1.155977,-0.067549,-0.446882,0.851972,-1.526734,-1.937539,1.129531,-1.233806,class1,cluster0
4512,2.535718,-0.795267,-1.363368,1.433726,0.281398,1.937562,0.904568,0.162439,-0.403736,0.763381,-0.880485,0.551433,-0.920696,-0.456192,1.771991,0.754998,2.445225,0.800392,0.794718,-0.200783,0.579638,-2.286569,0.371939,-1.08055,-1.649788,0.950227,-0.497998,0.704289,-0.835775,0.317748,1.238153,-0.954258,2.110518,-1.647584,0.565137,class2,cluster1
4513,2.103349,-4.397837,-0.189278,-0.618393,-0.700989,-0.217488,0.318408,-0.310553,0.680623,0.500381,0.159359,-0.454479,-0.270086,0.198293,1.205707,-1.087491,0.170593,-0.862625,-0.688792,-1.128658,1.057332,0.134374,0.722731,-0.768606,-0.124023,0.726867,-0.215313,-1.359972,-1.059356,-1.091337,1.29328,0.851085,-0.087487,-0.139387,-0.499577,class2,cluster1
4514,-2.456837,3.284486,-0.710927,-1.222302,0.223091,-0.045578,-0.212023,0.087776,-0.269429,-1.069285,-1.13159,-0.467479,1.646941,0.167699,0.873475,2.486071,0.438921,-1.81102,0.623848,0.653955,-1.904627,-1.385478,0.120333,1.267417,-0.753478,0.849623,-0.172203,-0.026512,-0.017469,-0.895462,-0.198925,-0.210194,0.058417,0.632259,-0.916484,class0,cluster2
4515,6.092438,1.716873,-1.559587,-0.955363,0.108591,-0.438242,-0.274492,0.33528,-0.305894,-0.395238,1.52197,-3.17891,-0.311246,-0.823403,0.721933,0.986147,0.954135,-1.013632,-1.483838,2.209824,-0.086312,0.061591,-0.692009,-0.473363,0.610231,-0.617594,-1.230533,1.53647,0.44133,0.840598,0.600185,0.746333,0.110029,-0.116138,-1.092989,class0,cluster2
4516,-1.461424,-4.370223,1.886073,-1.615873,-1.793255,0.259182,-0.159696,-0.286503,1.389992,-0.824579,-0.476184,-2.230127,-0.892379,-1.644986,-0.984546,-0.292846,-0.314967,0.801185,0.0675,-0.463822,-0.471018,0.220493,-1.860442,-0.097628,0.782424,-0.29941,0.709485,-1.394586,-0.629068,-0.588479,-0.710081,1.7021,1.007502,2.376481,0.096177,class1,cluster0
4517,1.438066,-2.363876,0.960476,0.539213,0.274313,-0.462058,0.317185,1.123369,-0.730207,1.569555,-0.721878,-0.914047,-1.038032,0.061776,0.840124,2.714219,-0.007589,0.858098,-0.64092,0.127533,-0.296429,-0.130645,0.879596,0.405558,-0.657869,-0.8395,-0.243013,-2.536287,-0.561116,-1.497928,0.755499,-1.682238,-0.525934,0.966399,-0.535317,class2,cluster1
4518,0.260302,-2.214906,-0.518135,0.361827,-0.546567,-0.386913,0.633035,-1.218371,-1.170149,-1.484005,1.335869,-0.4247,1.016306,-0.554237,-1.305504,1.742528,0.458882,0.922871,-0.285403,-0.20993,-0.484781,-1.401208,-0.294374,-1.122791,1.200281,-0.388861,-0.222274,1.195409,-0.385771,0.081104,-1.204884,-0.420939,0.047749,-0.688908,-1.698526,class2,cluster1
4519,1.948454,-3.883239,0.369245,0.052916,1.082522,-0.523303,0.262123,0.896145,1.144524,0.607432,-0.44956,-0.414423,1.050025,0.882633,-0.047541,-1.179882,-1.226747,-2.77329,0.020033,0.590688,-0.667642,-1.202307,1.476651,1.706677,-0.040934,-0.578568,0.90125,0.533129,0.840852,-0.239209,1.24528,-0.344168,-0.769802,-0.071522,0.365384,class2,cluster1
4520,8.169424,3.4354,1.594891,-1.242977,-2.291751,0.465779,-1.101104,0.692466,0.190161,-0.462952,0.018185,0.801652,-1.762875,-1.611029,0.459691,1.176393,-0.561626,0.506973,-0.000509,-1.048283,-0.458653,0.72023,0.501159,-0.22336,-0.471966,0.433061,1.903298,-1.056085,1.509567,0.299256,-0.084749,-0.101377,-0.051299,0.561381,1.787319,class0,cluster2
4521,5.80668,2.48749,0.147843,-1.852086,-0.287138,2.320449,0.243714,-0.477924,-1.172456,-0.025092,-0.455134,-0.787196,0.44575,-3.118502,-0.013752,0.274259,-0.153527,0.141845,2.180059,-0.702216,0.300422,-1.10205,0.555579,0.900699,1.17841,0.340654,-1.846878,0.597901,0.058067,0.540788,0.271866,0.99505,-1.12198,-0.396206,0.191763,class2,cluster1
4522,-5.450398,3.094964,-0.36737,1.192348,1.343023,0.919815,0.970187,-1.045437,-0.187645,-0.339124,0.401148,1.658362,0.15585,1.540844,0.733658,0.403314,-0.875316,0.785906,-0.901368,0.247129,-0.013664,-1.665493,-0.214126,0.16943,-0.341323,0.793475,-0.896448,-0.281948,0.236368,1.106939,-0.296316,-0.491364,0.999155,-1.592977,-0.033914,class0,cluster2
4523,0.809293,2.328095,-0.259433,-1.113199,-0.555103,2.55999,2.304735,1.205173,-1.135465,-0.638118,0.053768,-0.34078,-0.644491,-0.155317,0.480968,0.26608,-0.301873,-0.554876,1.958526,0.758104,-0.355176,1.866609,1.45539,-0.541812,-0.608286,-0.632941,1.417684,1.030845,0.86685,2.403714,-0.60278,0.593843,-1.022998,0.492537,-0.960801,class0,cluster2
4524,-6.074167,0.248243,0.259535,1.547589,-0.397357,2.698186,1.441229,-2.448491,-1.385896,1.339779,1.968985,0.660409,0.706081,0.182865,0.976056,-0.499919,1.222841,-1.013586,1.881875,-0.680685,-0.98004,0.605247,0.311549,0.312349,0.400801,-0.122197,0.009378,0.430583,-0.796228,-1.578609,-0.513735,-0.124498,-0.293828,-0.665743,-0.627368,class1,cluster0
4525,-6.898094,0.389121,0.830979,0.393062,1.769183,0.481099,1.232175,0.300183,-1.462513,1.961255,0.95041,2.223203,1.461225,-0.612239,0.544676,-0.859373,0.993727,0.239607,-0.130515,-0.492656,-1.763696,-0.437488,-0.163457,0.374708,-0.291702,-0.378819,0.834945,0.474433,0.488249,1.766901,-0.913697,-0.768527,-0.121886,-0.494788,-1.552297,class1,cluster0
4526,-5.817756,1.630167,0.896006,-0.585508,0.865732,0.389038,-0.238283,-1.390547,0.47152,-0.418709,-0.240525,-0.720871,0.995014,0.811798,-0.874773,0.57302,-0.207356,-0.39052,-0.356556,-1.14134,1.539733,1.456132,-0.846619,0.387819,0.583842,0.426953,0.425396,0.905995,-0.454141,0.893387,-1.069793,-0.109245,-0.589205,-0.968868,-0.440878,class0,cluster2
4527,5.463288,1.842966,0.362303,-2.425266,-1.435085,0.904741,-1.558401,-0.674681,0.389958,0.484075,-0.295361,0.744926,-0.022026,-0.382517,0.314384,1.008367,-0.497027,-1.745094,-0.048872,-0.054436,1.756827,1.224735,-0.306842,1.723432,-1.58102,0.281642,-0.54434,-0.038302,-0.453134,0.092794,1.816339,0.400351,0.577756,-0.685972,1.339678,class2,cluster1
4528,7.626988,4.336692,0.361136,1.06911,-0.093749,1.372993,-0.852207,-0.58165,-0.428263,1.135719,-1.91651,-0.491065,-1.148887,-0.687752,-1.991162,-0.201747,-1.268088,0.760117,-0.223173,1.345835,0.911618,0.030804,-1.618541,-2.009793,-0.740821,0.720183,-0.294789,0.826983,0.769106,0.926325,-1.391183,0.587766,-1.072432,0.487306,0.344745,class2,cluster1
4529,-2.562043,-2.996549,-0.258094,-0.394373,1.551496,1.586796,-0.818627,2.019285,0.432866,-0.043156,-0.003049,-0.262733,0.163625,-0.646994,2.820267,0.167483,-0.213581,1.579744,-0.900283,0.076852,-0.455236,-1.27339,-1.043572,-0.463009,-2.566958,0.076171,0.007535,1.506115,-2.17935,0.132694,0.249683,0.163408,-1.044357,-0.451688,-0.85174,class1,cluster0
4530,-7.659833,1.032951,-0.063119,0.220938,0.55235,1.706978,-2.306716,-1.139986,-1.457738,-2.942022,-1.140112,0.268142,-2.388205,0.936559,-1.83983,0.771883,1.583141,-0.477786,-0.698993,1.783489,-2.0163,1.619948,0.397147,1.113215,0.7764,-1.236011,0.87092,2.041353,-0.426936,-1.004173,0.523417,-0.029049,-0.66974,-0.404651,0.87682,class1,cluster0
4531,0.522761,2.386761,0.601498,-0.622481,1.479273,0.133469,-0.915507,0.222359,-1.166147,0.192462,0.786464,-1.072481,0.46329,-0.776285,0.463034,1.199031,-0.954579,-0.977183,0.812052,0.024861,0.650803,0.479918,-2.408081,-0.1409,-0.5052,-0.85578,0.606574,0.321979,-1.239256,-0.483332,0.296055,-0.639996,-0.163199,-0.451179,-0.128148,class0,cluster2
4532,7.656367,2.87233,-0.987926,1.116027,0.436636,-0.117928,-1.11719,-0.678049,-0.542662,-3.116167,0.313802,-1.030949,-0.588618,1.097062,-1.286909,0.661433,0.529745,0.870211,-0.147407,0.779199,-0.11265,-0.431351,0.253358,0.328267,-0.14156,-1.043532,1.704528,-0.896817,-0.588021,-0.991641,1.468974,-0.854119,-2.065553,0.284095,1.269132,class0,cluster2
4533,-9.375548,3.102434,1.346451,0.245124,1.039997,-0.858077,0.332017,0.140825,-0.778671,0.673328,-1.062868,-0.531499,-0.127436,1.483379,0.167658,-1.788108,-0.361107,0.503157,0.011907,-0.508957,0.268047,0.298332,-0.082895,0.221001,-0.639021,1.388033,-0.913038,0.519392,0.242625,-0.044353,-0.028387,-1.862269,-0.412714,-0.328837,0.442807,class0,cluster2
4534,3.067239,-1.288363,-0.657769,0.113052,2.347102,1.537352,1.602658,-0.447824,-0.224354,-1.708283,0.716189,1.192788,1.338042,1.470563,0.09224,-0.120019,0.956117,2.568804,0.005074,1.324887,0.346318,-1.485045,1.658121,-0.45236,-0.743633,-0.692409,-0.662533,0.678301,-0.308073,-0.088257,-1.117336,1.074917,1.534521,-0.867925,1.807098,class2,cluster1
4535,1.221679,-4.358932,0.350576,-0.918332,-0.388558,-0.675054,0.657161,-1.292842,-0.966913,-1.353558,0.274402,0.761234,-1.95263,2.568608,1.072176,1.992143,0.448336,-1.388283,-0.227178,-0.66422,-0.680175,-0.073456,1.149792,0.658358,-0.69023,-0.59688,0.497999,0.438133,-0.440191,-0.294955,-2.527817,-0.686339,0.22732,-1.21489,0.46782,class2,cluster1
4536,-4.451512,-2.311486,-0.828512,-0.809865,-0.338,-0.553656,0.18235,0.665906,-0.976221,-2.794345,-1.227127,-0.012244,0.061985,1.160797,-0.424531,-0.317962,-0.974026,2.918737,-0.281378,-0.541968,-1.698025,-1.543415,-1.327138,0.128857,0.718004,-0.304796,-0.045366,-0.386191,-0.182859,0.409832,0.462076,1.718701,-0.86709,-0.5434,-0.822231,class1,cluster0
4537,-1.024096,-4.523696,0.971516,1.262594,-0.131723,-0.537381,2.491133,-0.26397,-1.850117,0.91771,1.799614,-0.687297,0.750529,0.072314,-0.453078,0.260892,-0.100775,0.12182,-1.559474,0.767399,0.266109,-0.302236,-0.896714,2.267299,-1.175125,2.450318,-2.793854,-0.91697,1.12689,-0.346533,-0.08087,0.08121,1.298763,-0.285208,-2.426168,class1,cluster0
4538,4.198311,-1.388173,0.651093,0.047975,0.473409,-1.013234,1.268545,-1.407142,-0.879122,0.197257,0.620147,-0.110062,1.37865,-0.429748,2.612855,0.676564,-1.208693,-0.280344,0.871151,-0.36313,0.894942,-0.154009,1.161296,-0.490565,-0.866862,-1.435047,-0.751905,-0.284121,0.046653,0.961012,1.932858,0.353757,-1.278348,0.19205,0.267504,class2,cluster1
4539,5.227492,3.581844,0.114359,0.765281,-2.273859,-1.038774,1.105065,0.085102,-1.521113,-0.480777,0.21875,1.141353,-0.55052,-0.725338,-0.613863,-1.5002,-0.804355,-0.557761,0.556171,-0.730869,-0.431712,0.883825,0.106064,-1.063668,0.861009,0.899853,-0.806571,-0.58308,-0.125148,-1.209972,-0.453756,-1.471307,0.267384,-0.242874,0.805698,class0,cluster2
4540,-4.473266,3.571546,-0.744453,0.843457,2.015704,-0.617617,0.988732,-0.772423,0.331942,-0.012637,1.038743,-0.05072,1.23039,-0.930829,-0.565727,-1.39749,-1.083721,-0.68633,-0.838626,0.415336,0.069665,1.337529,0.721395,-0.61263,0.944216,-1.085582,-0.589608,-0.445851,2.434618,0.082681,-0.857988,1.237061,-0.616988,0.344075,-1.797125,class0,cluster2
4541,-0.379175,-4.203234,-0.007515,-1.012242,-0.84795,2.924556,0.817415,0.884223,1.830529,1.388113,0.792576,-1.452528,3.288161,0.551808,1.072722,-1.595127,-0.028078,0.459312,-0.792301,-0.889699,0.353768,-0.009995,1.046295,-1.004491,0.128217,-0.124004,-0.470698,0.401126,-1.139677,1.038094,-0.801687,2.123025,-0.84664,-0.248664,-0.478255,class2,cluster1
4542,0.756512,3.041575,1.705583,-0.142435,-0.054312,-0.271319,1.043841,0.568223,-1.303718,-0.846204,-0.153097,0.327544,-0.835665,-0.321837,0.735325,0.465299,1.252963,-0.918907,1.00591,-1.105979,0.117442,-0.797806,-0.903554,1.01598,2.159075,-1.085745,-1.594047,1.246743,0.196037,2.058567,0.795791,0.435712,0.088097,-0.669817,2.268763,class0,cluster2
4543,-1.899072,1.962716,1.463033,0.687672,0.556948,-0.030731,-0.560136,0.616512,0.830105,-0.617261,-0.550523,-0.897587,-0.324116,0.628727,-2.403474,-0.487373,-1.211614,-0.908659,-1.675415,-0.304073,0.682247,0.535883,-0.6824,-1.362425,-1.335585,1.024097,1.959318,-0.845727,-0.647226,-0.25388,0.41353,0.288636,-0.563419,0.166924,1.717385,class0,cluster2
4544,8.231192,0.71856,-0.48865,1.394924,-0.132514,1.20371,-0.897245,-0.358839,1.125741,0.026031,0.017469,-0.399508,-1.028923,0.170724,-1.605696,-1.342341,0.403852,0.43798,-0.2765,-1.460839,0.466903,-0.855069,-1.27024,0.05076,-0.171761,-1.365156,-0.798215,1.130196,0.180022,-0.657724,0.525271,-0.864598,0.869141,0.262399,0.605741,class2,cluster1
4545,0.842514,0.988539,1.526337,1.106701,-1.088204,-1.534597,0.445071,1.315252,0.078955,-0.631463,0.970957,-0.798679,-0.656707,-0.380827,-0.036639,-0.56778,-0.065918,0.510287,3.000958,-1.469157,-1.347128,0.5077,-0.0549,-0.029134,0.915399,-1.185488,0.514267,0.537274,-0.960712,1.261601,-0.393175,0.238979,-0.292376,-0.642603,0.447037,class0,cluster2
4546,-7.045479,1.223365,-2.110203,-1.590219,-0.553116,0.064355,-1.537941,0.390495,-2.920602,0.828857,1.795436,1.441951,-1.096608,-0.314938,-0.46813,0.233301,-1.077065,0.125891,0.680531,-0.334722,-1.956939,-1.249325,-0.40901,2.043021,0.786396,-0.923067,0.881021,0.772842,1.351843,-0.046164,1.138209,-0.950027,-0.373432,0.725326,-2.016754,class1,cluster0
4547,2.497307,-2.673669,-0.220488,-1.466746,0.992907,0.30784,0.114302,-1.04396,0.92066,1.051558,1.270932,-0.754979,-0.352449,-0.164874,0.360433,0.031379,0.021742,0.10346,0.712811,0.0574,0.663236,0.604103,-0.030316,0.479463,-0.299609,-0.393872,-1.690661,0.871846,-0.639136,-0.278916,-0.582259,-0.011525,0.943815,-0.831915,-2.101897,class2,cluster1
4548,-5.625032,3.541201,0.634082,0.581294,-0.200738,-0.469409,-0.510503,0.208165,2.371743,0.399526,-0.326935,-0.528718,2.08645,0.756181,0.444059,-0.123986,1.538281,0.471938,-0.3192,0.012811,-0.072009,-0.55095,1.409364,1.823436,-1.557204,1.453798,-1.629085,-0.189722,0.74893,1.098313,0.182469,-0.208436,-0.697542,1.059754,-1.09604,class1,cluster0
4549,-1.156876,-3.739683,1.00198,-0.730887,0.555284,2.255552,-0.63936,0.869142,0.444353,-2.627576,0.162655,-0.189684,-0.744274,1.331444,0.304431,0.260668,-0.817583,-0.35849,0.48105,0.139421,-1.367955,1.30095,-2.209406,-0.525641,1.007668,0.884298,-0.283457,0.416809,-0.12869,-0.133784,-0.843522,0.274551,0.037457,-1.058001,1.198915,class1,cluster0
4550,7.739904,0.185237,-0.513766,-2.357871,0.349431,-0.908267,0.884335,0.391281,3.389108,1.709498,1.290252,1.39477,1.390152,1.299954,0.96429,1.493497,-0.169357,1.24792,-0.789392,0.595763,-1.642676,0.00619,1.869158,-1.119725,1.949293,0.854307,0.723231,-0.800074,1.355148,0.893725,-0.679714,0.586284,0.588428,0.827327,-0.100982,class2,cluster1
4551,-1.865229,-1.66599,0.583582,0.507041,0.675395,-0.422329,-1.261914,1.25408,0.426051,0.082925,-2.022147,1.909,-2.265208,-1.088576,-0.070005,-0.031682,-0.438081,-2.678991,0.463899,-0.389771,-0.166663,-0.941297,0.194791,0.626983,-0.730667,1.234031,-0.30706,-0.176637,0.310912,-0.98024,-0.69168,-0.486155,0.166314,-1.252823,0.008776,class1,cluster0
4552,-2.983198,-3.135217,-1.801258,2.252202,0.485401,1.232932,-1.363501,-1.294351,0.538332,-0.902371,-0.282735,-1.38433,-0.383436,0.97585,-0.402206,0.344306,0.662854,1.060954,0.162698,-0.539032,-0.284794,0.546668,-1.801991,-0.585906,-0.829152,0.382447,-0.338117,0.290847,1.05974,-0.949679,-0.773581,-0.634599,0.942415,-1.036833,-0.129343,class1,cluster0
